Census year,Block ID,CLUE small area,Seating type,Number of seats,Longitude,Latitude
2019,747,Southbank,Seats - Indoor,28,144.9674666,-37.83063263
2021,78,Melbourne (CBD),Seats - Indoor,5,144.9707325,-37.8091842
2014,660,Melbourne (Remainder),Seats - Indoor,74,144.9823854,-37.82487806
2017,65,Melbourne (CBD),Seats - Indoor,55,144.964551,-37.81190136
2018,83,Melbourne (CBD),Seats - Outdoor,100,144.9573609,-37.81209046
2016,4,Melbourne (CBD),Seats - Outdoor,367,144.9654427,-37.81872843
2016,74,Melbourne (CBD),Seats - Indoor,100,144.9616083,-37.81155256
2006,242,Carlton,Seats - Outdoor,18,144.9622184,-37.80045935
2024,84,Melbourne (CBD),Seats - Indoor,28,144.9597945,-37.81102516
2010,72,Melbourne (CBD),Seats - Indoor,30,144.9560169,-37.8134766
2023,74,Melbourne (CBD),Seats - Indoor,68,144.9615613,-37.81146864
2002,28,Melbourne (CBD),Seats - Outdoor,20,144.9726374,-37.81430748
2022,752,Southbank,Seats - Indoor,160,144.9686338,-37.82281707
2010,424,West Melbourne (Residential),Seats - Indoor,60,144.9513664,-37.80562951
2003,113,Melbourne (CBD),Seats - Outdoor,24,144.957249,-37.80746124
2003,618,East Melbourne,Seats - Indoor,60,144.9843119,-37.81583771
2018,23,Melbourne (CBD),Seats - Indoor,25,144.9616143,-37.81773813
2017,113,Melbourne (CBD),Seats - Indoor,24,144.9572395,-37.80745984
2022,83,Melbourne (CBD),Seats - Outdoor,90,144.9573609,-37.81209046
2002,334,North Melbourne,Seats - Indoor,8,144.9454534,-37.80132771
2005,921,Parkville,Seats - Indoor,80,144.9560759,-37.79746786
2016,103,Melbourne (CBD),Seats - Indoor,90,144.9561302,-37.81032438
2004,77,Melbourne (CBD),Seats - Indoor,40,144.9671465,-37.81007323
2016,271,Parkville,Seats - Indoor,24,144.9606041,-37.79302025
2022,61,Melbourne (CBD),Seats - Indoor,30,144.9535256,-37.81537495
2011,53,Melbourne (CBD),Seats - Indoor,52,144.9580871,-37.81476776
2023,1109,Docklands,Seats - Indoor,36,144.9401994,-37.81427742
2024,208,Carlton,Seats - Outdoor,8,144.9663778,-37.79685803
2016,812,Southbank,Seats - Outdoor,7,144.9658367,-37.82280884
2022,56,Melbourne (CBD),Seats - Indoor,42,144.9658365,-37.81296443
2018,378,North Melbourne,Seats - Indoor,40,144.9527053,-37.79844295
2004,22,Melbourne (CBD),Seats - Indoor,100,144.9591316,-37.81858154
2013,1109,Docklands,Seats - Outdoor,90,144.9406594,-37.8149263
2021,6,Melbourne (CBD),Seats - Indoor,70,144.9699173,-37.81784448
2022,46,Melbourne (CBD),Seats - Indoor,78,144.9674275,-37.81355434
2021,1110,Docklands,Seats - Outdoor,6,144.9394107,-37.81220939
2020,2,Melbourne (CBD),Seats - Indoor,164,144.9589896,-37.8204728
2017,612,East Melbourne,Seats - Outdoor,8,144.9881385,-37.81042804
2024,52,Melbourne (CBD),Seats - Outdoor,10,144.9573923,-37.81531863
2009,317,North Melbourne,Seats - Indoor,40,144.9430243,-37.79859448
2013,239,Carlton,Seats - Indoor,60,144.9583287,-37.80169537
2013,105,Melbourne (CBD),Seats - Indoor,46,144.9617628,-37.80816923
2002,744,Southbank,Seats - Indoor,200,144.9661664,-37.82967593
2013,413,West Melbourne (Residential),Seats - Outdoor,13,144.9430815,-37.80642484
2008,432,West Melbourne (Residential),Seats - Indoor,16,144.9524041,-37.80751845
2009,621,East Melbourne,Seats - Indoor,80,144.9791009,-37.80957792
2020,1108,Docklands,Seats - Indoor,24,144.9450661,-37.81970479
2019,2392,North Melbourne,Seats - Outdoor,4,144.9414027,-37.79501722
2014,1108,Docklands,Seats - Indoor,180,144.9435654,-37.8165193
2017,1101,Docklands,Seats - Indoor,100,144.9523393,-37.81815358
2021,1108,Docklands,Seats - Indoor,30,144.943969,-37.81927362
2019,915,Parkville,Seats - Indoor,120,144.9575345,-37.79554181
2012,1110,Docklands,Seats - Indoor,80,144.9356321,-37.8122323
2011,741,Southbank,Seats - Indoor,3,144.9671699,-37.82656258
2016,65,Melbourne (CBD),Seats - Indoor,88,144.963137,-37.81292572
2020,78,Melbourne (CBD),Seats - Indoor,159,144.9699756,-37.80941489
2022,206,Carlton,Seats - Outdoor,55,144.966741,-37.80004558
2010,1006,West Melbourne (Industrial),Seats - Indoor,37,144.9304924,-37.80805632
2003,808,Southbank,Seats - Outdoor,6,144.9607502,-37.82491628
2023,1109,Docklands,Seats - Indoor,30,144.9412614,-37.81460532
2022,67,Melbourne (CBD),Seats - Indoor,10,144.9686769,-37.81072687
2017,217,Carlton,Seats - Indoor,40,144.9680207,-37.79844782
2023,1102,Docklands,Seats - Indoor,10,144.9449612,-37.81396231
2009,252,Carlton,Seats - Outdoor,20,144.9667447,-37.80359309
2015,37,Melbourne (CBD),Seats - Indoor,16,144.9705847,-37.81393777
2015,258,Carlton,Seats - Outdoor,40,144.960034,-37.80240996
2017,731,Southbank,Seats - Outdoor,40,144.9578749,-37.82832676
2010,243,Carlton,Seats - Indoor,30,144.9636423,-37.8006201
2005,268,Carlton,Seats - Indoor,70,144.9686038,-37.80578864
2016,720,Melbourne (Remainder),Seats - Indoor,21,144.9770522,-37.83774686
2019,64,Melbourne (CBD),Seats - Outdoor,14,144.9606809,-37.81303978
2014,67,Melbourne (CBD),Seats - Outdoor,4,144.9681529,-37.81081665
2021,806,Southbank,Seats - Indoor,75,144.9583427,-37.82559019
2014,51,Melbourne (CBD),Seats - Indoor,200,144.9535902,-37.81663038
2019,1103,Docklands,Seats - Outdoor,12,144.9493733,-37.81733574
2017,25,Melbourne (CBD),Seats - Indoor,6,144.9659624,-37.81649503
2019,440,West Melbourne (Residential),Seats - Indoor,20,144.9501054,-37.80973186
2016,243,Carlton,Seats - Outdoor,25,144.9633915,-37.80142002
2014,218,Carlton,Seats - Indoor,10,144.9673254,-37.80017897
2008,57,Melbourne (CBD),Seats - Indoor,50,144.9694031,-37.81175137
2004,375,North Melbourne,Seats - Indoor,80,144.9563887,-37.80130537
2004,23,Melbourne (CBD),Seats - Outdoor,12,144.960828,-37.81804753
2013,1110,Docklands,Seats - Indoor,40,144.9419092,-37.81284814
2003,101,West Melbourne (Residential),Seats - Indoor,45,144.9509553,-37.81132737
2008,32,Melbourne (CBD),Seats - Indoor,33,144.9568348,-37.81767359
2021,226,Carlton,Seats - Indoor,35,144.9711319,-37.79547684
2020,33,Melbourne (CBD),Seats - Indoor,80,144.9609695,-37.81637877
2008,44,Melbourne (CBD),Seats - Outdoor,8,144.961177,-37.81538817
2011,802,Southbank,Seats - Outdoor,40,144.9622689,-37.82266873
2021,357,North Melbourne,Seats - Indoor,70,144.9540548,-37.8054362
2020,378,North Melbourne,Seats - Indoor,40,144.9527053,-37.79844295
2005,614,East Melbourne,Seats - Indoor,32,144.9840882,-37.81106602
2018,243,Carlton,Seats - Indoor,34,144.9634142,-37.80087265
2015,223,Carlton,Seats - Indoor,75,144.9710582,-37.79776853
2004,1109,Docklands,Seats - Outdoor,50,144.9406689,-37.8149277
2016,1105,Docklands,Seats - Outdoor,42,144.9502884,-37.81866771
2023,91,West Melbourne (Residential),Seats - Indoor,42,144.9536295,-37.81236188
2017,1105,Docklands,Seats - Outdoor,26,144.9502584,-37.81864992
2012,1109,Docklands,Seats - Indoor,180,144.9406594,-37.8149263
2003,26,Melbourne (CBD),Seats - Outdoor,14,144.9683173,-37.81557421
2020,870,Melbourne (Remainder),Seats - Outdoor,50,144.982664,-37.84633593
2016,355,North Melbourne,Seats - Indoor,200,144.9514686,-37.80370156
2019,375,North Melbourne,Seats - Indoor,60,144.9544611,-37.80204173
2018,13,Melbourne (CBD),Seats - Indoor,39,144.961389,-37.81825094
2018,354,North Melbourne,Seats - Indoor,70,144.9496812,-37.804917
2024,1108,Docklands,Seats - Indoor,52,144.9434599,-37.82044557
2014,85,Melbourne (CBD),Seats - Outdoor,32,144.9637506,-37.8103651
2020,274,Carlton,Seats - Indoor,70,144.9613988,-37.78508698
2023,31,Melbourne (CBD),Seats - Outdoor,12,144.9549054,-37.81802782
2011,66,Melbourne (CBD),Seats - Outdoor,20,144.9668486,-37.81118709
2023,97,Melbourne (CBD),Seats - Indoor,100,144.9679821,-37.8075865
2017,64,Melbourne (CBD),Seats - Outdoor,6,144.960162,-37.81320274
2010,317,North Melbourne,Seats - Indoor,40,144.9430243,-37.79859448
2024,753,Southbank,Seats - Indoor,230,144.9662623,-37.82066924
2016,64,Melbourne (CBD),Seats - Indoor,16,144.9609098,-37.81365815
2018,409,West Melbourne (Residential),Seats - Indoor,24,144.9421228,-37.80592032
2024,571,Kensington,Seats - Outdoor,16,144.9155212,-37.78257295
2003,38,Melbourne (CBD),Seats - Outdoor,20,144.9727177,-37.81342726
2023,346,North Melbourne,Seats - Outdoor,14,144.9484757,-37.80271264
2016,720,Melbourne (Remainder),Seats - Indoor,52,144.9767718,-37.83733713
2014,72,Melbourne (CBD),Seats - Indoor,40,144.9560169,-37.8134766
2017,1103,Docklands,Seats - Indoor,60,144.9490176,-37.8179209
2012,1108,Docklands,Seats - Outdoor,300,144.9435654,-37.8165193
2022,786,Port Melbourne,Seats - Outdoor,12,144.920988,-37.82600955
2018,444,West Melbourne (Residential),Seats - Outdoor,8,144.9504343,-37.81191139
2018,326,North Melbourne,Seats - Indoor,7,144.9466965,-37.79823272
2023,67,Melbourne (CBD),Seats - Indoor,60,144.9679947,-37.81132789
2014,1108,Docklands,Seats - Outdoor,30,144.9451224,-37.81888389
2015,2392,North Melbourne,Seats - Outdoor,12,144.9414027,-37.79501722
2023,710,Melbourne (Remainder),Seats - Outdoor,25,144.9757194,-37.83548357
2008,218,Carlton,Seats - Indoor,100,144.9676,-37.79962339
2014,47,Melbourne (CBD),Seats - Indoor,80,144.9689721,-37.81280568
2010,64,Melbourne (CBD),Seats - Indoor,64,144.961215,-37.81328955
2018,733,Southbank,Seats - Indoor,30,144.9584594,-37.82689102
2009,788,Port Melbourne,Seats - Outdoor,40,144.9185935,-37.83106236
2004,787,Port Melbourne,Seats - Outdoor,20,144.9194713,-37.82904887
2018,48,Melbourne (CBD),Seats - Indoor,60,144.9719053,-37.8119837
2011,91,West Melbourne (Residential),Seats - Indoor,18,144.9535989,-37.81229604
2012,56,Melbourne (CBD),Seats - Indoor,30,144.9662952,-37.81272047
2002,710,Melbourne (Remainder),Seats - Indoor,6,144.9760521,-37.83570497
2004,620,East Melbourne,Seats - Indoor,40,144.981933,-37.80961157
2023,41,Melbourne (CBD),Seats - Indoor,25,144.9555529,-37.81677365
2008,54,Melbourne (CBD),Seats - Outdoor,15,144.9612043,-37.8138513
2020,219,Carlton,Seats - Indoor,100,144.969881,-37.79918387
2021,862,South Yarra,Seats - Indoor,74,144.9793098,-37.83713808
2018,41,Melbourne (CBD),Seats - Indoor,36,144.9541004,-37.81721781
2006,23,Melbourne (CBD),Seats - Indoor,20,144.9598861,-37.81797913
2019,47,Melbourne (CBD),Seats - Indoor,40,144.9701092,-37.81281454
2019,2392,North Melbourne,Seats - Outdoor,4,144.9414027,-37.79501722
2012,57,Melbourne (CBD),Seats - Indoor,80,144.9701703,-37.81194604
2002,113,Melbourne (CBD),Seats - Indoor,9,144.957249,-37.80746124
2017,218,Carlton,Seats - Outdoor,24,144.9675104,-37.79953749
2016,931,Parkville,Seats - Indoor,118,144.9514439,-37.78428545
2009,216,Carlton,Seats - Indoor,12,144.969295,-37.79757961
2023,254,Carlton,Seats - Outdoor,30,144.9660342,-37.80408996
2003,43,Melbourne (CBD),Seats - Outdoor,40,144.9601981,-37.81547404
2020,732,Southbank,Seats - Outdoor,10,144.9590507,-37.82730523
2014,773,Docklands,Seats - Outdoor,32,144.946356,-37.82488026
2006,33,Melbourne (CBD),Seats - Outdoor,20,144.9606517,-37.81669145
2021,6,Melbourne (CBD),Seats - Outdoor,110,144.9699173,-37.81784448
2014,47,Melbourne (CBD),Seats - Outdoor,33,144.9701092,-37.81281454
2015,82,Melbourne (CBD),Seats - Outdoor,40,144.9552995,-37.81251859
2011,21,Melbourne (CBD),Seats - Indoor,16,144.9563623,-37.81880462
2017,216,Carlton,Seats - Indoor,65,144.9692712,-37.79771074
2015,759,Melbourne (Remainder),Seats - Outdoor,28,144.9780119,-37.84040713
2014,752,Southbank,Seats - Indoor,130,144.9682264,-37.82094188
2021,377,North Melbourne,Seats - Indoor,50,144.9540004,-37.79936937
2002,46,Melbourne (CBD),Seats - Indoor,80,144.9676546,-37.81320619
2017,76,Melbourne (CBD),Seats - Outdoor,4,144.9657034,-37.810658
2016,26,Melbourne (CBD),Seats - Outdoor,123,144.9674398,-37.8158491
2017,245,Carlton,Seats - Indoor,25,144.9642823,-37.80131908
2017,651,East Melbourne,Seats - Indoor,60,144.9773405,-37.81154319
2009,47,Melbourne (CBD),Seats - Indoor,100,144.9701092,-37.81281454
2010,1110,Docklands,Seats - Outdoor,12,144.9378298,-37.81315034
2021,1108,Docklands,Seats - Indoor,30,144.9405346,-37.82003426
2002,64,Melbourne (CBD),Seats - Outdoor,8,144.9622925,-37.81321522
2006,31,Melbourne (CBD),Seats - Indoor,36,144.9549535,-37.81850564
2012,813,Southbank,Seats - Indoor,68,144.9673119,-37.82201714
2014,724,Melbourne (Remainder),Seats - Outdoor,600,144.9814116,-37.84752524
2015,56,Melbourne (CBD),Seats - Outdoor,20,144.9672768,-37.8124312
2011,18,Melbourne (CBD),Seats - Outdoor,12,144.9741019,-37.81454561
2009,205,Carlton,Seats - Outdoor,36,144.9646513,-37.79940982
2002,424,West Melbourne (Residential),Seats - Indoor,25,144.9513759,-37.80563093
2017,104,Melbourne (CBD),Seats - Indoor,80,144.9599969,-37.80914343
2014,243,Carlton,Seats - Outdoor,25,144.963382,-37.80141859
2024,65,Melbourne (CBD),Seats - Indoor,13,144.9631276,-37.81292437
2020,240,Carlton,Seats - Indoor,24,144.9592355,-37.80185711
2011,53,Melbourne (CBD),Seats - Outdoor,30,144.9591969,-37.81499762
2011,54,Melbourne (CBD),Seats - Indoor,17,144.9627079,-37.81388737
2019,424,West Melbourne (Residential),Seats - Outdoor,8,144.9510475,-37.80556768
2011,739,Southbank,Seats - Indoor,80,144.9677949,-37.82420378
2013,362,North Melbourne,Seats - Indoor,18,144.9581215,-37.80434979
2019,354,North Melbourne,Seats - Outdoor,12,144.9495517,-37.80497299
2016,17,Melbourne (CBD),Seats - Outdoor,4,144.9708438,-37.81560778
2017,31,Melbourne (CBD),Seats - Indoor,80,144.9545688,-37.81861166
2024,333,North Melbourne,Seats - Indoor,17,144.9475391,-37.80257071
2014,744,Southbank,Seats - Indoor,80,144.9661569,-37.82967465
2022,1110,Docklands,Seats - Outdoor,6,144.9394107,-37.81220939
2013,11,Melbourne (CBD),Seats - Indoor,35,144.9553465,-37.82072034
2009,57,Melbourne (CBD),Seats - Indoor,60,144.9692645,-37.81207094
2002,808,Southbank,Seats - Outdoor,6,144.9607502,-37.82491628
2018,65,Melbourne (CBD),Seats - Indoor,100,144.9638386,-37.812452
2018,1109,Docklands,Seats - Indoor,125,144.9436838,-37.81389092
2008,76,Melbourne (CBD),Seats - Indoor,46,144.9657034,-37.810658
2023,48,Melbourne (CBD),Seats - Indoor,14,144.9711075,-37.8124026
2017,18,Melbourne (CBD),Seats - Indoor,45,144.9727209,-37.81546181
2024,256,Carlton,Seats - Indoor,3,144.9628568,-37.80337059
2014,52,Melbourne (CBD),Seats - Indoor,65,144.9573923,-37.81531863
2014,1101,Docklands,Seats - Indoor,43,144.9523393,-37.81815358
2016,35,Melbourne (CBD),Seats - Indoor,8,144.9642502,-37.81584761
2021,245,Carlton,Seats - Indoor,40,144.9642823,-37.80131908
2015,345,North Melbourne,Seats - Indoor,36,144.9492871,-37.80323404
2019,1108,Docklands,Seats - Indoor,6,144.9446833,-37.81993587
2005,1006,West Melbourne (Industrial),Seats - Indoor,55,144.9235907,-37.80665898
2013,870,Melbourne (Remainder),Seats - Indoor,244,144.982664,-37.84633593
2023,326,North Melbourne,Seats - Indoor,12,144.9466964,-37.79823272
2017,607,East Melbourne,Seats - Indoor,30,144.98763,-37.81638646
2015,377,North Melbourne,Seats - Outdoor,4,144.9540004,-37.79936937
2003,206,Carlton,Seats - Outdoor,25,144.9669198,-37.79905522
2006,85,Melbourne (CBD),Seats - Indoor,100,144.9630284,-37.81073468
2023,2392,North Melbourne,Seats - Outdoor,4,144.9414027,-37.79501722
2023,245,Carlton,Seats - Outdoor,12,144.9643119,-37.80188571
2009,245,Carlton,Seats - Indoor,24,144.9643119,-37.80188571
2004,45,Melbourne (CBD),Seats - Indoor,60,144.9645417,-37.8144554
2004,502,West Melbourne (Industrial),Seats - Indoor,15,144.9165168,-37.80087355
2010,1101,Docklands,Seats - Indoor,10,144.9523381,-37.81815197
2017,1108,Docklands,Seats - Outdoor,300,144.9435654,-37.8165193
2007,51,Melbourne (CBD),Seats - Indoor,16,144.9552417,-37.81602637
2023,264,Carlton,Seats - Indoor,12,144.961948,-37.80568588
2015,326,North Melbourne,Seats - Indoor,12,144.9466965,-37.79823272
2020,240,Carlton,Seats - Outdoor,8,144.9592355,-37.80185711
2019,1103,Docklands,Seats - Indoor,110,144.947217,-37.81817241
2018,741,Southbank,Seats - Indoor,3,144.9671699,-37.82656258
2021,327,North Melbourne,Seats - Indoor,16,144.9465069,-37.798728
2023,93,Melbourne (CBD),Seats - Indoor,80,144.9580529,-37.81075363
2024,74,Melbourne (CBD),Seats - Indoor,55,144.9614561,-37.81220274
2003,131,Docklands,Seats - Indoor,71,144.954755,-37.82197524
2007,101,West Melbourne (Residential),Seats - Outdoor,45,144.9508712,-37.81114368
2018,46,Melbourne (CBD),Seats - Outdoor,10,144.9662156,-37.8141284
2023,724,Melbourne (Remainder),Seats - Outdoor,20,144.979819,-37.8455379
2003,13,Melbourne (CBD),Seats - Indoor,75,144.9599748,-37.8187779
2023,773,Docklands,Seats - Outdoor,66,144.9412743,-37.82354217
2004,58,Melbourne (CBD),Seats - Indoor,100,144.9726854,-37.81120165
2016,1110,Docklands,Seats - Indoor,9,144.9376729,-37.81266919
2008,84,Melbourne (CBD),Seats - Outdoor,12,144.9596748,-37.81181165
2021,252,Carlton,Seats - Outdoor,12,144.9666993,-37.80443778
2017,61,Melbourne (CBD),Seats - Indoor,90,144.9535256,-37.81537495
2023,263,Carlton,Seats - Indoor,16,144.9612157,-37.80453213
2019,93,Melbourne (CBD),Seats - Indoor,45,144.9565783,-37.81124428
2021,2384,North Melbourne,Seats - Outdoor,10,144.9409617,-37.78974399
2015,104,Melbourne (CBD),Seats - Indoor,26,144.9603439,-37.80885861
2006,44,Melbourne (CBD),Seats - Indoor,20,144.9629536,-37.81491621
2010,66,Melbourne (CBD),Seats - Indoor,120,144.9662182,-37.81204418
2011,247,Carlton,Seats - Outdoor,25,144.9671684,-37.80113981
2005,26,Melbourne (CBD),Seats - Indoor,40,144.9687647,-37.81543311
2009,28,Melbourne (CBD),Seats - Outdoor,12,144.9726281,-37.81430616
2003,223,Carlton,Seats - Indoor,60,144.9710676,-37.79776996
2017,369,North Melbourne,Seats - Indoor,30,144.9506624,-37.8028658
2014,66,Melbourne (CBD),Seats - Outdoor,12,144.9653591,-37.81218452
2009,262,Carlton,Seats - Indoor,50,144.9600381,-37.8044181
2006,36,Melbourne (CBD),Seats - Outdoor,4,144.967857,-37.81450434
2002,206,Carlton,Seats - Indoor,30,144.9667795,-37.79986898
2021,525,Kensington,Seats - Outdoor,187,144.9283553,-37.79442113
2013,607,East Melbourne,Seats - Indoor,20,144.9855915,-37.81618515
2009,1110,Docklands,Seats - Indoor,40,144.9419092,-37.81284814
2008,11,Melbourne (CBD),Seats - Indoor,90,144.9571505,-37.820166
2013,620,East Melbourne,Seats - Outdoor,4,144.9819236,-37.80961024
2018,35,Melbourne (CBD),Seats - Indoor,56,144.9648999,-37.81536587
2023,659,Melbourne (Remainder),Seats - Outdoor,50,144.9803382,-37.82179823
2008,14,Melbourne (CBD),Seats - Indoor,14,144.964608,-37.81805666
2010,207,Carlton,Seats - Indoor,120,144.9671779,-37.79750821
2021,547,Kensington,Seats - Indoor,45,144.9256097,-37.79223674
2017,25,Melbourne (CBD),Seats - Outdoor,12,144.9655966,-37.8166033
2023,22,Melbourne (CBD),Seats - Indoor,140,144.9581185,-37.81853877
2012,659,Melbourne (Remainder),Seats - Indoor,4920,144.9803769,-37.82181601
2023,17,Melbourne (CBD),Seats - Indoor,125,144.9713707,-37.81593915
2002,435,West Melbourne (Residential),Seats - Indoor,34,144.9556132,-37.8060678
2016,207,Carlton,Seats - Indoor,35,144.9671577,-37.79764474
2002,64,Melbourne (CBD),Seats - Indoor,56,144.9604792,-37.81352421
2013,58,Melbourne (CBD),Seats - Indoor,80,144.9724291,-37.8109513
2024,218,Carlton,Seats - Indoor,28,144.9673183,-37.80036743
2014,753,Southbank,Seats - Outdoor,60,144.9671147,-37.82038777
2018,1110,Docklands,Seats - Outdoor,36,144.9378573,-37.81317061
2011,513,Kensington,Seats - Outdoor,12,144.9315233,-37.79484451
2019,503,Kensington,Seats - Indoor,30,144.9303643,-37.79956857
2008,85,Melbourne (CBD),Seats - Indoor,100,144.9630189,-37.81073332
2011,58,Melbourne (CBD),Seats - Indoor,45,144.9725554,-37.8112354
2016,801,Southbank,Seats - Outdoor,75,144.9629008,-37.82104164
2020,1105,Docklands,Seats - Indoor,153,144.9489519,-37.81914692
2016,773,Docklands,Seats - Outdoor,16,144.939262,-37.82285612
2019,368,North Melbourne,Seats - Outdoor,20,144.9514854,-37.80284239
2016,58,Melbourne (CBD),Seats - Outdoor,12,144.9723721,-37.81129034
2010,54,Melbourne (CBD),Seats - Indoor,100,144.9607699,-37.81429327
2015,2546,Kensington,Seats - Outdoor,8,144.9311131,-37.79436218
2013,309,North Melbourne,Seats - Indoor,30,144.938198,-37.79557663
2020,101,West Melbourne (Residential),Seats - Outdoor,6,144.9511755,-37.81189101
2007,801,Southbank,Seats - Outdoor,160,144.9633853,-37.82092643
2021,33,Melbourne (CBD),Seats - Indoor,26,144.9603969,-37.81629333
2018,752,Southbank,Seats - Indoor,300,144.9682264,-37.82094188
2021,420,West Melbourne (Residential),Seats - Outdoor,12,144.9485974,-37.80608976
2003,753,Southbank,Seats - Indoor,40,144.9662825,-37.8206646
2018,64,Melbourne (CBD),Seats - Indoor,48,144.9613283,-37.81354346
2007,72,Melbourne (CBD),Seats - Indoor,6,144.9560264,-37.81347798
2006,24,Melbourne (CBD),Seats - Indoor,50,144.9639065,-37.81720101
2015,41,Melbourne (CBD),Seats - Outdoor,20,144.9553525,-37.81740928
